#chr	start	end	strand	query	frac	ins	del	shift	stop	expect	ident	polya	type
CHR_MG4151_PATCH	3207927	3208004	-	ENSMUSP00000114386.1	0.20	0	0	0	0	6e-07	0.923	0	FRAG
CHR_MG4151_PATCH	3210136	3210249	-	ENSMUSP00000082175.3	0.55	1	0	0	2	4e-07	0.784	3	FRAG
CHR_MG4151_PATCH	3215755	3216036	-	ENSMUSP00000082978.3	0.58	0	0	0	0	7e-16	0.78	0	DUP
CHR_MG4151_PATCH	3222382	3222563	-	ENSMUSP00000114278.1	0.50	1	8	1	1	6e-09	0.580	0	FRAG
CHR_MG4151_PATCH	3222544	3222708	-	ENSMUSP00000082978.3	0.47	0	4	0	0	4e-13	0.746	0	FRAG
CHR_MG4151_PATCH	3222710	3222874	-	ENSMUSP00000114278.1	0.40	0	0	0	0	1e-14	0.691	0	FRAG
CHR_MG4151_PATCH	3223446	3223553	-	ENSMUSP00000114048.1	0.49	0	0	0	0	2e-07	0.750	3	FRAG
CHR_MG4151_PATCH	3224905	3225055	-	ENSMUSP00000114278.1	0.36	1	0	1	0	2e-14	0.820	0	FRAG
CHR_MG4151_PATCH	3225697	3225807	-	ENSMUSP00000082175.3	0.54	1	0	0	1	1e-08	0.778	3	FRAG
CHR_MG4151_PATCH	3228035	3228211	-	ENSMUSP00000082978.3	0.47	0	0	0	0	1e-10	0.610	0	FRAG
CHR_MG4151_PATCH	3228618	3228725	-	ENSMUSP00000114710.1	0.14	0	0	0	0	6e-08	0.694	0	FRAG
CHR_MG4151_PATCH	3229302	3229403	-	ENSMUSP00000105567.1	1.00	0	0	0	2	4e-11	0.882	0	PSSD
CHR_MG4151_PATCH	3230256	3230422	-	ENSMUSP00000114278.1	0.37	6	0	1	0	5e-09	0.625	0	FRAG
CHR_MG4151_PATCH	3232825	3232956	-	ENSMUSP00000073455.5	0.19	0	0	0	0	6e-14	0.795	3	FRAG
CHR_MG4151_PATCH	3233449	3233649	-	ENSMUSP00000082978.3	0.54	0	1	0	2	5e-13	0.779	2	FRAG
CHR_MG4151_PATCH	3235099	3235224	-	ENSMUSP00000114048.1	0.62	0	3	0	1	2e-07	0.667	3	FRAG
CHR_MG4151_PATCH	3235354	3235479	-	ENSMUSP00000114048.1	0.58	0	0	0	0	4e-10	0.762	3	FRAG
CHR_MG4151_PATCH	3238027	3238143	-	ENSMUSP00000114048.1	0.55	0	1	0	0	6e-07	0.725	0	FRAG
CHR_MG4151_PATCH	3240895	3241037	-	ENSMUSP00000114048.1	0.62	4	0	1	0	1e-08	0.750	3	FRAG
CHR_MG4151_PATCH	3242014	3242160	-	ENSMUSP00000114278.1	0.35	0	0	0	2	3e-09	0.633	0	FRAG
CHR_MG4151_PATCH	3243399	3243557	-	ENSMUSP00000114278.1	0.38	0	0	0	0	5e-19	0.774	0	FRAG
CHR_MG4151_PATCH	3244471	3244620	-	ENSMUSP00000114278.1	0.36	0	0	0	1	1e-14	0.700	3	FRAG
CHR_MG4151_PATCH	3245491	3245696	-	ENSMUSP00000114278.1	0.50	1	1	1	2	6e-14	0.614	0	FRAG
CHR_MG4151_PATCH	3245748	3245908	-	ENSMUSP00000116236.1	0.31	2	0	1	0	5e-07	0.685	0	FRAG
CHR_MG4151_PATCH	3246176	3246301	-	ENSMUSP00000114048.1	0.58	0	0	0	1	6e-12	0.786	0	FRAG
CHR_MG4151_PATCH	3247025	3247183	-	ENSMUSP00000082978.3	0.45	0	4	0	0	8e-15	0.754	0	FRAG
CHR_MG4151_PATCH	3247199	3247294	-	ENSMUSP00000104293.2	0.03	0	0	0	0	3e-08	1.000	0	FRAG
CHR_MG4151_PATCH	3248701	3248850	-	ENSMUSP00000114278.1	0.36	0	0	0	2	2e-12	0.660	0	FRAG
CHR_MG4151_PATCH	3249040	3249169	-	ENSMUSP00000114048.1	0.59	1	0	1	1	7e-08	0.837	0	FRAG
CHR_MG4151_PATCH	3249736	3249906	-	ENSMUSP00000082978.3	0.44	2	0	0	1	2e-16	0.789	3	FRAG
CHR_MG4151_PATCH	3251379	3251568	-	ENSMUSP00000082978.3	0.51	1	1	1	0	2e-11	0.750	0	FRAG
CHR_MG4151_PATCH	3253243	3253335	-	ENSMUSP00000082175.3	0.45	1	0	0	1	2e-07	0.933	0	FRAG
CHR_MG4151_PATCH	3254465	3261520	-	ENSMUSP00000114710.1	0.14	0	3	0	1	4e-10	0.78	3	FRAG
CHR_MG4151_PATCH	3254586	3254750	-	ENSMUSP00000114278.1	0.40	0	0	0	1	6e-17	0.691	0	FRAG
CHR_MG4151_PATCH	3255635	3255765	-	ENSMUSP00000114278.1	0.37	1	7	1	0	2e-13	0.745	0	FRAG
CHR_MG4151_PATCH	3258028	3258186	-	ENSMUSP00000114278.1	0.38	0	0	0	3	6e-15	0.698	3	FRAG
CHR_MG4151_PATCH	3258231	3258377	-	ENSMUSP00000082978.3	0.41	0	3	0	0	3e-14	0.827	0	FRAG
CHR_MG4151_PATCH	3259378	3259539	-	ENSMUSP00000114278.1	0.39	0	0	0	2	2e-17	0.741	3	FRAG
CHR_MG4151_PATCH	3261610	3261761	-	ENSMUSP00000114278.1	0.36	2	0	1	1	6e-12	0.740	0	FRAG
CHR_MG4151_PATCH	3262799	3262924	-	ENSMUSP00000114048.1	0.58	0	0	0	0	1e-09	0.738	3	FRAG
CHR_MG4151_PATCH	3263766	3264620	-	ENSMUSP00000059714.1	0.95	3	9	3	2	2e-57	0.475	3	PSSD
CHR_MG4151_PATCH	3264907	3265053	-	ENSMUSP00000114278.1	0.36	0	1	0	0	1e-10	0.620	0	FRAG
CHR_MG4151_PATCH	3267050	3267133	-	ENSMUSP00000105567.1	0.82	0	0	0	0	1e-07	0.821	3	FRAG
CHR_MG4151_PATCH	3269285	3269434	-	ENSMUSP00000114278.1	0.36	0	0	0	0	1e-21	0.900	0	FRAG
CHR_MG4151_PATCH	3269502	3269600	-	ENSMUSP00000105567.1	0.97	0	0	0	1	2e-12	0.939	0	PSSD
CHR_MG4151_PATCH	3271415	3271574	-	ENSMUSP00000082978.3	0.44	1	2	1	0	1e-08	0.818	0	FRAG
CHR_MG4151_PATCH	3271937	3272050	-	ENSMUSP00000082175.3	0.55	1	0	0	1	1e-10	0.865	0	FRAG
CHR_MG4151_PATCH	3272575	3272694	-	ENSMUSP00000114048.1	0.55	0	0	0	0	1e-12	0.850	0	FRAG
CHR_MG4151_PATCH	3272894	3273082	-	ENSMUSP00000082978.3	0.48	2	0	0	0	2e-14	0.746	3	FRAG
CHR_MG4151_PATCH	3276921	3277058	-	ENSMUSP00000114048.1	0.63	0	0	0	1	3e-10	0.696	3	FRAG
CHR_MG4151_PATCH	3277370	3277474	-	ENSMUSP00000082175.3	0.51	1	0	0	1	1e-08	0.912	0	FRAG
CHR_MG4151_PATCH	3277543	3277693	-	ENSMUSP00000114278.1	0.36	1	0	1	1	9e-13	0.800	0	FRAG
CHR_MG4151_PATCH	3278020	3278130	-	ENSMUSP00000114048.1	0.52	0	1	0	0	9e-08	0.789	3	FRAG
CHR_MG4151_PATCH	3281014	3281230	-	ENSMUSP00000082175.3	0.93	13	0	2	1	8e-09	0.542	3	FRAG
CHR_MG4151_PATCH	3281897	3282107	-	ENSMUSP00000082978.3	0.58	1	3	1	0	3e-13	0.685	0	FRAG
CHR_MG4151_PATCH	3283163	3284038	-	ENSMUSP00000083705.5	1.00	0	24	0	2	2e-101	0.766	2	PSSD
CHR_MG4151_PATCH	3284630	3284731	-	ENSMUSP00000105567.1	1.00	0	0	0	1	4e-10	0.824	0	FRAG
CHR_MG4151_PATCH	3287058	3287159	-	ENSMUSP00000105567.1	1.00	0	0	0	1	4e-12	0.912	0	PSSD
CHR_MG4151_PATCH	3291048	3291209	-	ENSMUSP00000082978.3	0.43	0	0	0	0	3e-16	0.833	0	FRAG
CHR_MG4151_PATCH	3293274	3343176	-	ENSMUSP00000073455.5	0.33	3	2	2	3	1e-17	0.72	3	DUP
CHR_MG4151_PATCH	3293724	3293825	-	ENSMUSP00000105567.1	1.00	0	0	0	2	1e-10	0.794	0	PSSD
CHR_MG4151_PATCH	3299051	3299197	-	ENSMUSP00000082978.3	0.42	0	4	0	0	2e-07	0.642	0	FRAG
CHR_MG4151_PATCH	3305405	3305515	-	ENSMUSP00000082175.3	0.54	1	0	0	2	2e-08	0.806	0	FRAG
CHR_MG4151_PATCH	3310449	3310601	-	ENSMUSP00000082978.3	0.40	0	0	0	0	6e-12	0.745	3	FRAG
CHR_MG4151_PATCH	3315178	3315321	-	ENSMUSP00000082978.3	0.38	0	0	0	1	3e-13	0.729	0	FRAG
CHR_MG4151_PATCH	3315973	3316146	-	ENSMUSP00000082978.3	0.45	1	0	0	0	1e-16	0.793	0	FRAG
CHR_MG4151_PATCH	3325623	3325823	-	ENSMUSP00000082175.3	0.94	4	0	0	2	6e-07	0.515	3	FRAG
CHR_MG4151_PATCH	3327226	3327396	-	ENSMUSP00000082978.3	0.45	0	0	0	0	1e-13	0.737	0	FRAG
CHR_MG4151_PATCH	3333417	3333521	-	ENSMUSP00000082175.3	0.51	1	0	0	2	3e-08	0.882	3	FRAG
CHR_MG4151_PATCH	3335726	3335836	-	ENSMUSP00000082175.3	0.54	1	0	0	1	1e-09	0.806	3	FRAG
CHR_MG4151_PATCH	3340444	3340644	-	ENSMUSP00000082978.3	0.54	0	1	0	1	3e-16	0.765	0	FRAG
CHR_MG4151_PATCH	3344023	3344168	-	ENSMUSP00000114278.1	0.36	1	1	1	0	4e-10	0.720	0	FRAG
CHR_MG4151_PATCH	3348814	3348949	-	ENSMUSP00000114278.1	0.36	1	5	1	0	4e-08	0.680	0	FRAG
CHR_MG4151_PATCH	3349569	3349694	-	ENSMUSP00000114048.1	0.58	0	0	0	0	1e-09	0.714	3	FRAG
CHR_MG4151_PATCH	3353088	3353198	-	ENSMUSP00000082175.3	0.54	1	0	0	1	1e-08	0.833	0	FRAG
CHR_MG4151_PATCH	3356184	3356480	-	ENSMUSP00000135946.1	0.85	9	5	3	1	6e-10	0.476	3	FRAG
CHR_MG4151_PATCH	3358007	3358140	-	ENSMUSP00000114048.1	0.62	1	0	1	0	1e-11	0.756	3	FRAG
CHR_MG4151_PATCH	3358174	3358336	-	ENSMUSP00000114278.1	0.39	1	0	1	0	2e-15	0.778	0	FRAG
CHR_MG4151_PATCH	3358444	3358590	-	ENSMUSP00000082978.3	0.38	1	0	0	0	9e-13	0.776	0	FRAG
CHR_MG4151_PATCH	3359887	3359985	-	ENSMUSP00000082175.3	0.48	1	0	0	1	8e-07	0.875	2	FRAG
CHR_MG4151_PATCH	3360731	3360838	-	ENSMUSP00000114278.1	0.26	0	0	0	0	2e-13	0.833	0	FRAG
CHR_MG4151_PATCH	3361234	3361335	-	ENSMUSP00000082175.3	0.49	1	0	0	1	7e-08	0.909	2	FRAG
CHR_MG4151_PATCH	3361441	3361578	-	ENSMUSP00000073455.5	0.18	3	0	0	1	5e-15	0.848	0	FRAG
CHR_MG4151_PATCH	3361634	3374717	-	ENSMUSP00000073455.5	0.19	2	0	1	1	3e-17	0.82	0	DUP
CHR_MG4151_PATCH	3361807	3361896	-	ENSMUSP00000114386.1	0.23	0	0	0	0	1e-07	0.833	3	FRAG
CHR_MG4151_PATCH	3367537	3367641	-	ENSMUSP00000082175.3	0.51	1	0	0	1	6e-07	0.882	3	FRAG
CHR_MG4151_PATCH	3370797	3370976	-	ENSMUSP00000082978.3	0.50	0	3	0	1	1e-10	0.730	0	FRAG
CHR_MG4151_PATCH	3371707	3371817	-	ENSMUSP00000114048.1	0.51	0	0	0	0	8e-09	0.838	3	FRAG
CHR_MG4151_PATCH	3373711	3373875	-	ENSMUSP00000114278.1	0.38	2	0	0	0	4e-16	0.709	0	FRAG
CHR_MG4151_PATCH	3375260	3375403	-	ENSMUSP00000082978.3	0.38	0	0	0	1	1e-09	0.688	0	FRAG
CHR_MG4151_PATCH	3377610	3377741	-	ENSMUSP00000114048.1	0.60	0	0	0	0	1e-08	0.682	0	FRAG
CHR_MG4151_PATCH	3378224	3378349	-	ENSMUSP00000114048.1	0.58	0	0	0	0	7e-13	0.833	0	FRAG
CHR_MG4151_PATCH	3378862	3379059	-	ENSMUSP00000072472.6	0.06	0	0	0	2	1e-07	0.500	0	FRAG
CHR_MG4151_PATCH	3379423	3379593	-	ENSMUSP00000082175.3	0.90	1	4	0	1	2e-08	0.600	3	FRAG
CHR_MG4151_PATCH	3379705	3379830	-	ENSMUSP00000114048.1	0.58	0	0	0	0	4e-12	0.762	3	FRAG
CHR_MG4151_PATCH	3380033	3380212	-	ENSMUSP00000082175.3	0.93	1	3	0	1	9e-08	0.581	0	FRAG
CHR_MG4151_PATCH	3381019	3381129	-	ENSMUSP00000082175.3	0.54	1	0	0	2	1e-08	0.833	0	FRAG
CHR_MG4151_PATCH	3382256	3382663	-	ENSMUSP00000064226.8	0.22	5	0	0	1	1e-40	0.669	0	FRAG
CHR_MG4151_PATCH	3386004	3386166	-	ENSMUSP00000082978.3	0.43	1	0	1	2	4e-11	0.759	0	FRAG
CHR_MG4151_PATCH	3395399	3395544	-	ENSMUSP00000082978.3	0.42	1	4	1	0	7e-10	0.679	0	FRAG
CHR_MG4151_PATCH	3397047	3397151	-	ENSMUSP00000114048.1	0.55	0	5	0	0	6e-07	0.700	3	FRAG
CHR_MG4151_PATCH	3397207	3397308	-	ENSMUSP00000082175.3	0.49	1	0	0	1	3e-09	0.909	3	FRAG
CHR_MG4151_PATCH	3400223	3424996	-	ENSMUSP00000122084.1	0.20	2	1	2	2	2e-14	0.77	0	DUP
CHR_MG4151_PATCH	3401112	3401222	-	ENSMUSP00000082175.3	0.54	1	0	0	1	2e-08	0.806	0	FRAG
CHR_MG4151_PATCH	3402394	3402507	-	ENSMUSP00000082175.3	0.55	1	0	0	1	2e-08	0.838	3	FRAG
CHR_MG4151_PATCH	3404160	3404285	-	ENSMUSP00000114048.1	0.58	0	0	0	0	6e-10	0.714	1	FRAG
CHR_MG4151_PATCH	3409380	3409502	-	ENSMUSP00000114048.1	0.56	0	0	0	0	3e-07	0.683	3	FRAG
CHR_MG4151_PATCH	3416208	3416345	-	ENSMUSP00000114048.1	0.60	2	0	0	1	1e-08	0.609	3	FRAG
CHR_MG4151_PATCH	3426604	3426779	-	ENSMUSP00000082978.3	0.47	1	0	1	0	1e-13	0.746	0	FRAG
CHR_MG4151_PATCH	3434746	3434862	-	ENSMUSP00000114048.1	0.53	0	0	0	0	2e-08	0.769	3	FRAG
CHR_MG4151_PATCH	3437186	3437358	-	ENSMUSP00000114048.1	0.64	12	0	1	1	1e-08	0.596	3	FRAG
CHR_MG4151_PATCH	3438458	3438562	-	ENSMUSP00000082175.3	0.51	1	0	0	1	1e-08	0.882	3	FRAG
CHR_MG4151_PATCH	3443114	3443302	-	ENSMUSP00000139241.1	0.88	3	0	0	1	3e-08	0.587	3	FRAG
CHR_MG4151_PATCH	3457703	3457804	-	ENSMUSP00000082175.3	0.49	1	0	0	1	3e-07	0.788	0	FRAG
CHR_MG4151_PATCH	3462515	3462619	-	ENSMUSP00000082175.3	0.51	1	0	0	1	4e-07	0.853	0	FRAG
CHR_MG4151_PATCH	3472145	3472324	-	ENSMUSP00000114048.1	0.82	0	0	0	0	1e-08	0.567	3	FRAG
CHR_MG65_PATCH	37212211	37212312	-	ENSMUSP00000114386.1	0.26	0	0	0	0	8e-07	0.735	1	FRAG
CHR_MG65_PATCH	37212370	37212462	-	ENSMUSP00000105567.1	0.91	0	0	0	0	7e-11	0.871	0	PSSD
CHR_MG65_PATCH	37212684	37212857	-	ENSMUSP00000116236.1	0.33	2	0	0	0	2e-09	0.552	0	FRAG
CHR_MG65_PATCH	37213016	37213200	-	ENSMUSP00000082978.3	0.49	1	0	1	0	2e-12	0.774	0	FRAG
CHR_MG65_PATCH	37216787	37217020	-	ENSMUSP00000082175.3	0.99	14	0	2	2	3e-08	0.571	0	FRAG
CHR_MG65_PATCH	37223031	37232023	-	ENSMUSP00000073455.5	0.19	1	1	0	1	7e-15	0.76	0	DUP
CHR_MG65_PATCH	37228577	37228742	-	ENSMUSP00000082978.3	0.46	1	3	1	0	3e-11	0.741	0	FRAG
CHR_MG65_PATCH	37232559	37232723	-	ENSMUSP00000082978.3	0.46	0	3	0	1	3e-15	0.776	0	FRAG
CHR_MG65_PATCH	37245454	37245647	-	ENSMUSP00000082978.3	0.52	1	0	1	0	9e-16	0.754	3	FRAG
CHR_MG65_PATCH	37251259	37251360	-	ENSMUSP00000105567.1	1.00	0	0	0	2	6e-12	0.882	3	PSSD
CHR_MG65_PATCH	37253618	37253794	-	ENSMUSP00000136352.1	0.24	0	0	0	2	3e-20	0.780	3	FRAG
CHR_MG65_PATCH	37265291	37265425	-	ENSMUSP00000073455.5	0.19	0	0	0	0	6e-19	0.978	0	FRAG
CHR_MG65_PATCH	37279101	37279525	-	ENSMUSP00000031565.8	0.32	5	14	5	5	1e-11	0.474	0	FRAG
CHR_MG65_PATCH	37284370	37284483	-	ENSMUSP00000114278.1	0.27	0	0	0	0	2e-09	0.684	0	FRAG
CHR_MG65_PATCH	37290664	37290816	-	ENSMUSP00000121358.1	0.05	0	0	0	0	1e-08	0.980	0	FRAG
CHR_MG65_PATCH	37294927	37295031	-	ENSMUSP00000082175.3	0.51	1	0	0	1	8e-09	0.882	0	FRAG
CHR_MG65_PATCH	37295155	37295796	-	ENSMUSP00000008826.7	1.00	0	0	0	1	9e-124	0.995	3	PSSD
CHR_MG65_PATCH	37302873	37322280	-	ENSMUSP00000122084.1	0.18	2	0	2	1	5e-12	0.71	0	DUP
CHR_MG65_PATCH	37307155	37307325	-	ENSMUSP00000082978.3	0.50	0	6	0	1	1e-11	0.635	0	FRAG
CHR_MG65_PATCH	37312779	37312987	-	ENSMUSP00000082978.3	0.57	1	2	1	1	2e-08	0.583	0	FRAG
CHR_MG65_PATCH	37324642	37324755	-	ENSMUSP00000082175.3	0.55	1	0	0	1	1e-08	0.784	3	FRAG
CHR_MG65_PATCH	37326231	37326380	-	ENSMUSP00000114278.1	0.35	1	0	0	1	2e-15	0.740	0	FRAG
CHR_MG65_PATCH	37327745	37327849	-	ENSMUSP00000082175.3	0.51	1	0	0	1	7e-08	0.829	3	FRAG
CHR_MG65_PATCH	37341480	37341644	-	ENSMUSP00000082978.3	0.47	0	4	0	2	4e-14	0.746	0	FRAG
CHR_MG65_PATCH	37342588	37342746	-	ENSMUSP00000114278.1	0.38	0	0	0	1	8e-17	0.717	0	FRAG
CHR_MG65_PATCH	37344724	37344834	-	ENSMUSP00000114278.1	0.35	0	12	0	0	7e-10	0.612	0	FRAG
CHR_MG65_PATCH	37345704	37345840	-	ENSMUSP00000082978.3	0.37	2	1	2	2	8e-07	0.717	3	FRAG
CHR_MG65_PATCH	37349309	37349549	-	ENSMUSP00000114278.1	0.57	2	0	1	2	5e-16	0.595	0	FRAG
CHR_MG65_PATCH	37352498	37352587	-	ENSMUSP00000105567.1	0.88	0	0	0	0	2e-08	0.833	0	FRAG
CHR_MG65_PATCH	37354109	37354291	-	ENSMUSP00000082978.3	0.48	0	0	0	1	1e-15	0.787	0	FRAG
CHR_MG65_PATCH	37357270	37357431	-	ENSMUSP00000114278.1	0.40	0	2	0	2	1e-18	0.714	0	FRAG
CHR_MG65_PATCH	37357972	37358154	-	ENSMUSP00000082978.3	0.48	0	0	0	0	6e-17	0.852	0	FRAG
CHR_MG65_PATCH	37358769	37358997	-	ENSMUSP00000114278.1	0.53	6	3	1	2	1e-13	0.615	0	FRAG
CHR_MG65_PATCH	37361015	37361146	-	ENSMUSP00000073455.5	0.19	0	0	0	0	3e-10	0.682	3	FRAG
CHR_MG65_PATCH	37364016	37364166	-	ENSMUSP00000114278.1	0.36	1	0	1	0	1e-13	0.860	0	FRAG
CHR_MG65_PATCH	37364279	37364441	-	ENSMUSP00000114278.1	0.39	1	0	1	1	5e-13	0.759	0	FRAG
CHR_MG65_PATCH	37364599	37364755	-	ENSMUSP00000114278.1	0.37	1	0	1	0	2e-11	0.692	0	FRAG
CHR_MG65_PATCH	37367608	37367760	-	ENSMUSP00000139241.1	0.74	1	0	0	0	1e-11	0.725	3	PSSD
CHR_MG65_PATCH	37368077	37368223	-	ENSMUSP00000114278.1	0.35	0	0	0	0	4e-16	0.735	0	FRAG
CHR_MG65_PATCH	37368953	37369078	-	ENSMUSP00000073455.5	0.18	0	0	0	0	2e-17	0.976	3	FRAG
CHR_MG65_PATCH	37372165	37372397	-	ENSMUSP00000114278.1	0.57	3	1	3	2	2e-12	0.608	0	FRAG
CHR_MG65_PATCH	37372457	37372678	-	ENSMUSP00000082978.3	0.58	1	0	0	1	3e-15	0.689	0	FRAG
CHR_MG65_PATCH	37374194	37374352	-	ENSMUSP00000082978.3	0.43	0	1	0	0	8e-15	0.833	0	FRAG
CHR_MG65_PATCH	37378372	37378530	-	ENSMUSP00000114278.1	0.39	1	2	0	1	1e-12	0.618	0	FRAG
CHR_MG65_PATCH	37380359	37380502	-	ENSMUSP00000114278.1	0.35	0	1	0	0	8e-12	0.714	0	FRAG
CHR_MG65_PATCH	37382129	37382347	-	ENSMUSP00000082175.3	0.96	13	4	0	5	5e-09	0.562	0	FRAG
CHR_MG65_PATCH	37382869	37382985	-	ENSMUSP00000114048.1	0.53	0	0	0	1	4e-07	0.667	0	FRAG
CHR_MG65_PATCH	37385371	37385541	-	ENSMUSP00000114278.1	0.42	0	1	0	2	2e-18	0.724	0	FRAG
CHR_MG65_PATCH	37385880	37385966	-	ENSMUSP00000105567.1	0.85	0	0	0	0	2e-10	0.931	0	FRAG
CHR_MG65_PATCH	37389696	37389824	-	ENSMUSP00000073455.5	0.18	0	0	0	0	1e-15	0.907	1	FRAG
CHR_MG65_PATCH	37390509	37390619	-	ENSMUSP00000082175.3	0.54	1	0	0	1	2e-08	0.806	0	FRAG
CHR_MG65_PATCH	37391141	37391277	-	ENSMUSP00000122084.1	0.17	1	0	1	1	6e-09	0.783	0	FRAG
CHR_MG65_PATCH	37397445	37397561	-	ENSMUSP00000114048.1	0.53	0	0	0	0	4e-09	0.769	0	FRAG
CHR_MG65_PATCH	37402202	37402306	-	ENSMUSP00000082175.3	0.51	1	0	0	0	7e-08	0.829	3	FRAG
CHR_MG65_PATCH	37410438	37410551	-	ENSMUSP00000082175.3	0.55	1	0	0	1	1e-09	0.811	3	FRAG
CHR_MG65_PATCH	37413691	37413812	-	ENSMUSP00000114048.1	0.56	1	0	1	0	9e-08	0.756	2	FRAG
CHR_MG65_PATCH	37421936	37435117	-	ENSMUSP00000114710.1	0.26	1	6	1	1	5e-09	0.68	0	FRAG
CHR_MG65_PATCH	37423472	37423656	-	ENSMUSP00000082978.3	0.49	1	0	1	1	5e-14	0.774	1	FRAG
CHR_MG65_PATCH	37426194	37426379	-	ENSMUSP00000082978.3	0.49	0	0	0	0	3e-13	0.694	0	FRAG
CHR_MG65_PATCH	37427018	37427113	-	ENSMUSP00000105567.1	0.94	0	0	0	1	3e-10	0.875	0	FRAG
CHR_MG65_PATCH	37428493	37428645	-	ENSMUSP00000082978.3	0.40	0	0	0	1	5e-12	0.765	3	FRAG
CHR_MG65_PATCH	37436500	37436638	-	ENSMUSP00000122084.1	0.17	1	0	1	0	8e-15	0.891	0	FRAG
CHR_MG65_PATCH	37443211	37443460	-	ENSMUSP00000114278.1	0.56	10	2	2	3	1e-11	0.565	0	FRAG
CHR_MG65_PATCH	37443529	37443687	-	ENSMUSP00000082978.3	0.42	0	0	0	0	5e-16	0.849	0	FRAG
CHR_MG65_PATCH	37456604	37456708	-	ENSMUSP00000082175.3	0.51	1	0	0	2	7e-08	0.853	3	FRAG
CHR_MG65_PATCH	37458104	37458214	-	ENSMUSP00000082175.3	0.54	1	0	0	1	5e-08	0.778	3	FRAG
CHR_MG65_PATCH	37465679	37465852	-	ENSMUSP00000082978.3	0.46	0	0	0	2	2e-14	0.759	0	FRAG
CHR_MG65_PATCH	37470062	37470160	-	ENSMUSP00000097593.3	0.29	0	0	0	0	4e-07	0.667	0	FRAG
CHR_MG65_PATCH	37471290	37471400	-	ENSMUSP00000082175.3	0.54	1	0	0	1	4e-09	0.833	0	FRAG
CHR_MG65_PATCH	37473078	37473242	-	ENSMUSP00000082978.3	0.44	0	1	0	1	4e-16	0.768	0	FRAG
CHR_MG65_PATCH	37473968	37474117	-	ENSMUSP00000114278.1	0.36	0	0	0	0	7e-16	0.720	0	FRAG
CHR_MG65_PATCH	37474167	37474316	-	ENSMUSP00000082978.3	0.40	0	0	0	0	5e-13	0.780	0	FRAG
CHR_MG65_PATCH	37487385	37487540	-	ENSMUSP00000134428.1	0.45	1	0	0	0	5e-12	0.692	0	FRAG
CHR_MG65_PATCH	37489397	37489501	-	ENSMUSP00000082175.3	0.51	1	0	0	1	3e-09	0.912	3	FRAG
CHR_MG65_PATCH	37489635	37489730	-	ENSMUSP00000114386.1	0.25	0	0	0	0	3e-08	0.844	3	FRAG
CHR_MG65_PATCH	37492221	37492403	-	ENSMUSP00000082978.3	0.49	0	1	0	1	1e-14	0.806	0	FRAG
CHR_MG65_PATCH	37495269	37495379	-	ENSMUSP00000082175.3	0.54	1	0	0	2	1e-07	0.806	3	FRAG
CHR_MG65_PATCH	37500411	37500512	-	ENSMUSP00000082175.3	0.49	1	0	0	1	5e-09	0.939	1	FRAG
GL456350.1	23482	25841	-	ENSMUSP00000103613.1	0.68	19	119	4	1	3e-14	0.537	0	FRAG
GL456350.1	26556	27953	-	ENSMUSP00000136687.1	1.00	3	0	3	0	0.0	0.998	0	PSSD
GL456350.1	38535	38654	-	ENSMUSP00000068585.3	0.26	0	0	0	0	6e-13	0.900	0	FRAG
GL456350.1	193156	193612	-	ENSMUSP00000100022.3	0.76	2	3	1	1	4e-18	0.81	0	DUP
GL456350.1	221319	222671	-	ENSMUSP00000081728.2	0.82	2	16	0	0	0.0	0.921	0	PSSD
GL456350.1	223679	225545	-	ENSMUSP00000103615.1	0.65	2	16	1	1	0.0	0.923	0	FRAG
GL456350.1	226084	227958	-	ENSMUSP00000136196.1	0.55	5	73	3	0	0.0	0.849	0	FRAG
CHR_MMCHR1_CHORI29_IDD5_1	60698996	60832078	-	ENSMUSP00000122084.1	0.19	1	0	1	1	3e-16	0.85	0	DUP
CHR_MMCHR1_CHORI29_IDD5_1	60705475	60705624	-	ENSMUSP00000148507.1	0.02	0	0	0	3	5e-13	0.800	3	FRAG
CHR_MMCHR1_CHORI29_IDD5_1	60705655	60705876	-	ENSMUSP00000083876.2	0.67	2	0	0	0	1e-09	0.595	0	FRAG
CHR_MMCHR1_CHORI29_IDD5_1	60706833	60706937	-	ENSMUSP00000082175.3	0.51	1	0	0	1	7e-08	0.882	3	FRAG
CHR_MMCHR1_CHORI29_IDD5_1	60707427	60707834	+	ENSMUSP00000064226.8	0.22	5	0	0	0	2e-58	0.853	0	FRAG
CHR_MMCHR1_CHORI29_IDD5_1	60708621	60718607	-	ENSMUSP00000148507.1	0.06	1	11	1	4	3e-23	0.62	0	DUP
CHR_MMCHR1_CHORI29_IDD5_1	60709029	60709247	-	ENSMUSP00000083876.2	0.66	2	0	0	1	4e-11	0.616	0	FRAG
CHR_MMCHR1_CHORI29_IDD5_1	60717855	60718262	-	ENSMUSP00000064226.8	0.22	5	0	0	2	2e-55	0.824	0	FRAG
CHR_MMCHR1_CHORI29_IDD5_1	60718641	60718862	-	ENSMUSP00000083876.2	0.67	2	0	0	0	1e-11	0.635	0	FRAG
CHR_MMCHR1_CHORI29_IDD5_1	60726201	60726314	-	ENSMUSP00000114048.1	0.52	0	0	0	0	6e-09	0.763	0	FRAG
CHR_MMCHR1_CHORI29_IDD5_1	60733334	60733459	-	ENSMUSP00000114048.1	0.58	0	0	0	0	4e-13	0.857	3	FRAG
